product_id,product_name,category,sub_category,total_orders,total_units,total_sales,total_profit,profit_margin_pct,total_shipping_cost,shipping_cost_pct,avg_shipping_days
OFF-BI-10002853,"Avery Binder Covers, Recycled",Office Supplies,Binders,11,29,292.02,116.28,39.82,39.23,13.43,3.09
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,8,36,611.05,106.53,17.43,84.56,13.84,4.38
OFF-BI-10002859,"Acco Binder, Clear",Office Supplies,Binders,1,5,19.48,-11.72,-60.16,5.86,30.08,3.00
OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders,6,26,1291.25,451.94,35.00,235.66,18.25,3.67
OFF-BI-10002881,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,8,30,1322.41,-117.59,-8.89,119.16,9.01,4.88
OFF-BI-10002885,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,4,10,38.07,12.57,33.02,2.99,7.85,4.75
OFF-BI-10002894,"Avery Binding Machine, Durable",Office Supplies,Binders,16,64,2995.23,-34.53,-1.15,287.01,9.58,4.81
OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Office Supplies,Binders,4,16,45.50,15.56,34.20,5.89,12.95,4.25
OFF-BI-10002907,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,4,7,187.53,18.90,10.08,13.25,7.07,4.75
OFF-BI-10002919,"Acco Binder Covers, Durable",Office Supplies,Binders,8,49,644.66,91.94,14.26,77.38,12.00,4.13
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,4,15,314.54,-0.01,0.00,40.34,12.83,2.25
OFF-BI-10002935,"Wilson Jones Binder, Clear",Office Supplies,Binders,7,27,324.48,14.25,4.39,47.86,14.75,3.00
OFF-BI-10002937,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,4,14,99.40,40.60,40.85,9.03,9.08,5.00
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,8,21,85.73,18.04,21.04,9.60,11.20,4.38
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,6,20,51.18,3.66,7.15,3.61,7.05,5.00
OFF-BI-10002975,"Wilson Jones Index Tab, Clear",Office Supplies,Binders,1,2,7.09,-4.31,-60.79,0.66,9.31,4.00
OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders,4,21,65.25,19.29,29.56,7.12,10.91,4.25
OFF-BI-10002977,"Wilson Jones Binder, Economy",Office Supplies,Binders,5,13,95.48,37.76,39.55,13.17,13.79,3.80
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,11,41,143.01,-2.19,-1.53,14.17,9.91,4.27
OFF-BI-10002986,"Avery Binder Covers, Recycled",Office Supplies,Binders,18,58,600.08,175.51,29.25,52.44,8.74,4.28
OFF-BI-10002990,"Acco Index Tab, Clear",Office Supplies,Binders,3,14,114.11,12.89,11.30,7.22,6.33,5.67
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,7,29,698.04,90.75,13.00,72.39,10.37,4.57
OFF-BI-10003009,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders,1,4,23.93,-39.91,-166.78,2.14,8.94,5.00
OFF-BI-10003012,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,11,37,147.77,51.19,34.64,13.91,9.41,4.09
OFF-BI-10003018,"Avery Binder, Clear",Office Supplies,Binders,10,42,425.32,154.42,36.31,34.87,8.20,4.00
OFF-BI-10003022,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,9,29,522.24,132.48,25.37,74.96,14.35,3.44
OFF-BI-10003025,"Cardinal Binding Machine, Durable",Office Supplies,Binders,7,17,866.46,151.44,17.48,102.25,11.80,3.43
OFF-BI-10003031,"Acco Index Tab, Economy",Office Supplies,Binders,3,10,87.09,20.49,23.53,10.69,12.27,3.67
OFF-BI-10003058,"Acco Binder Covers, Economy",Office Supplies,Binders,17,58,716.62,260.74,36.38,89.29,12.46,3.47
OFF-BI-10003064,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,1,6,45.22,-27.14,-60.02,12.51,27.66,0.00
OFF-BI-10003068,"Ibico Binding Machine, Durable",Office Supplies,Binders,12,45,2302.02,1015.47,44.11,275.77,11.98,4.25
OFF-BI-10003090,"Avery Binder Covers, Clear",Office Supplies,Binders,2,4,25.28,-9.76,-38.61,3.96,15.66,4.50
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,6,23,4322.81,1592.48,36.84,822.90,19.04,3.50
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,4,11,22.88,2.36,10.31,1.97,8.61,3.00
OFF-BI-10003098,"Ibico Binding Machine, Economy",Office Supplies,Binders,5,14,695.71,256.39,36.85,140.56,20.20,3.40
OFF-BI-10003112,"Ibico Binder Covers, Economy",Office Supplies,Binders,6,21,178.36,67.48,37.83,16.36,9.17,4.83
OFF-BI-10003114,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,17,71,457.85,204.37,44.64,51.65,11.28,3.65
OFF-BI-10003124,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,9,33,218.88,39.69,18.13,16.23,7.42,4.67
OFF-BI-10003132,"Cardinal Binding Machine, Clear",Office Supplies,Binders,1,2,98.46,45.24,45.95,11.12,11.29,3.00
OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders,11,45,538.42,-36.68,-6.81,49.38,9.17,3.45
OFF-BI-10003152,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders,9,28,133.56,57.12,42.77,16.42,12.29,3.33
OFF-BI-10003159,"Avery Binding Machine, Durable",Office Supplies,Binders,5,26,1200.61,166.33,13.85,88.17,7.34,4.20
OFF-BI-10003162,"Avery Binding Machine, Economy",Office Supplies,Binders,4,13,403.74,149.72,37.08,30.88,7.65,4.00
OFF-BI-10003166,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,4,11,75.24,24.75,32.89,11.24,14.94,3.50
OFF-BI-10003166,GBC Plasticlear Binding Covers,Office Supplies,Binders,7,23,68.88,-68.43,-99.35,5.78,8.39,4.71
OFF-BI-10003181,"Ibico Binder Covers, Recycled",Office Supplies,Binders,2,4,33.62,-20.26,-60.26,4.41,13.12,4.00
OFF-BI-10003184,"Avery Index Tab, Clear",Office Supplies,Binders,8,20,62.54,13.74,21.97,4.44,7.10,4.13
OFF-BI-10003188,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,1,4,44.76,17.88,39.95,0.25,0.56,7.00
OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,8,34,43.75,-19.83,-45.33,4.69,10.72,2.88
OFF-BI-10003240,"Ibico Binding Machine, Economy",Office Supplies,Binders,1,2,61.70,-1.06,-1.72,2.15,3.48,5.00
OFF-BI-10003253,"Ibico Index Tab, Economy",Office Supplies,Binders,1,1,2.78,-3.54,-127.34,0.11,3.96,5.00
OFF-BI-10003265,"Wilson Jones Binder, Clear",Office Supplies,Binders,7,33,332.72,-42.49,-12.77,26.62,8.00,4.00
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,9,36,89.55,13.60,15.19,11.81,13.19,3.89
OFF-BI-10003277,"Ibico Binder Covers, Durable",Office Supplies,Binders,9,36,462.08,-18.53,-4.01,42.72,9.25,3.89
OFF-BI-10003281,"Ibico Binder, Recycled",Office Supplies,Binders,7,24,293.04,-56.88,-19.41,31.38,10.71,3.86
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,12,46,238.33,25.49,10.70,23.94,10.04,4.42
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,6,26,105.84,21.87,20.66,9.86,9.32,4.33
OFF-BI-10003309,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders,6,22,215.36,39.13,18.17,13.85,6.43,3.29
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,9,23,80.50,23.97,29.78,6.55,8.14,4.33
OFF-BI-10003320,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders,12,46,250.80,97.62,38.92,31.05,12.38,4.08
OFF-BI-10003323,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders,1,1,2.88,-0.30,-10.42,0.40,13.89,3.00
OFF-BI-10003324,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders,4,21,98.28,45.78,46.58,17.39,17.69,3.50
OFF-BI-10003340,"Acco Index Tab, Durable",Office Supplies,Binders,7,26,200.26,20.86,10.42,24.75,12.36,3.29
OFF-BI-10003342,"Cardinal Binder, Economy",Office Supplies,Binders,2,6,71.92,8.74,12.15,17.79,24.74,3.50
OFF-BI-10003350,Acco Expandable Hanging Binders,Office Supplies,Binders,4,11,38.92,1.03,2.65,5.43,13.95,4.00
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,8,25,87.63,22.89,26.12,7.65,8.73,5.00
OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders,9,32,667.99,182.60,27.34,66.80,10.00,3.67
OFF-BI-10003364,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,1,2,56.52,23.70,41.93,13.31,23.55,2.00
OFF-BI-10003367,"Wilson Jones Binder, Recycled",Office Supplies,Binders,8,29,348.55,131.05,37.60,32.67,9.37,3.50
OFF-BI-10003372,"Ibico Binding Machine, Durable",Office Supplies,Binders,8,30,889.05,-159.15,-17.90,86.93,9.78,4.00
OFF-BI-10003373,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,9,37,1129.34,259.10,22.94,125.30,11.09,4.78
OFF-BI-10003392,"Acco Binder Covers, Durable",Office Supplies,Binders,5,14,132.39,11.99,9.06,11.33,8.56,4.20
OFF-BI-10003397,"Acco Hole Reinforcements, Clear",Office Supplies,Binders,3,11,55.08,15.81,28.70,8.21,14.91,2.67
OFF-BI-10003397,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,4,17,390.18,153.03,39.22,30.50,7.82,4.50
OFF-BI-10003400,"Cardinal Binder Covers, Economy",Office Supplies,Binders,7,20,147.20,12.80,8.70,15.73,10.69,4.57
OFF-BI-10003417,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,1,9,16.78,-25.16,-149.94,2.07,12.34,4.00
OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,9,41,136.73,4.37,3.20,17.25,12.62,4.00
OFF-BI-10003440,"Avery Binder Covers, Economy",Office Supplies,Binders,15,57,586.71,150.66,25.68,66.68,11.37,3.80
OFF-BI-10003452,"Acco Binding Machine, Economy",Office Supplies,Binders,2,10,306.54,-148.26,-48.37,36.74,11.99,4.00
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,9,36,137.54,55.53,40.37,23.47,17.06,2.67
OFF-BI-10003468,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,9,28,324.73,107.17,33.00,26.27,8.09,4.44
OFF-BI-10003472,"Cardinal Index Tab, Clear",Office Supplies,Binders,6,32,154.88,71.04,45.87,13.88,8.96,4.33
OFF-BI-10003475,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,10,49,316.19,135.38,42.82,28.64,9.06,3.70
OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,6,31,135.81,43.43,31.98,12.16,8.95,4.50
OFF-BI-10003503,"Cardinal Index Tab, Economy",Office Supplies,Binders,12,45,253.45,74.35,29.34,25.58,10.09,3.83
OFF-BI-10003519,"Acco 3-Hole Punch, Economy",Office Supplies,Binders,1,8,144.58,-60.38,-41.76,4.38,3.03,6.00
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,10,31,27453.38,7753.06,28.24,3197.94,11.65,4.20
OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders,6,17,36.92,12.29,33.29,3.38,9.15,3.00
OFF-BI-10003579,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,4,17,315.86,110.50,34.98,44.13,13.97,2.50
OFF-BI-10003582,"Cardinal Index Tab, Economy",Office Supplies,Binders,8,33,272.87,87.74,32.15,28.46,10.43,3.13
OFF-BI-10003585,"Acco 3-Hole Punch, Clear",Office Supplies,Binders,9,31,524.55,16.77,3.20,40.43,7.71,4.56
OFF-BI-10003588,"Ibico Binder, Economy",Office Supplies,Binders,5,9,126.94,22.45,17.69,13.02,10.26,4.00
OFF-BI-10003616,"Avery Binding Machine, Clear",Office Supplies,Binders,12,62,2651.67,16.05,0.61,249.74,9.42,3.50
OFF-BI-10003633,"Avery Binding Machine, Economy",Office Supplies,Binders,1,2,97.68,13.62,13.94,10.36,10.61,3.00
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,8,34,369.59,14.31,3.87,41.31,11.18,3.63
OFF-BI-10003642,"Wilson Jones Binder, Economy",Office Supplies,Binders,11,34,403.62,97.62,24.19,42.20,10.46,3.73
OFF-BI-10003646,"Avery Index Tab, Economy",Office Supplies,Binders,8,31,193.01,3.29,1.70,19.73,10.22,3.88
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,8,23,6785.14,494.42,7.29,579.45,8.54,4.25
OFF-BI-10003650,"Ibico Index Tab, Clear",Office Supplies,Binders,16,54,441.05,45.76,10.38,38.35,8.70,4.50
OFF-BI-10003653,"Avery 3-Hole Punch, Durable",Office Supplies,Binders,12,38,677.47,141.67,20.91,58.86,8.69,4.00
OFF-BI-10003655,Durable Pressboard Binders,Office Supplies,Binders,2,11,37.24,15.09,40.52,2.33,6.26,5.00
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,9,38,4181.76,693.56,16.59,485.51,11.61,4.56
OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders,7,26,83.16,10.16,12.22,8.29,9.97,3.86
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,12,51,258.72,-27.17,-10.50,29.78,11.51,3.67
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,9,44,532.16,48.38,9.09,56.01,10.53,4.78
OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,6,27,137.81,-14.42,-10.46,18.39,13.34,3.83
OFF-BI-10003702,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,8,32,398.47,178.63,44.83,43.29,10.86,4.00
OFF-BI-10003705,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,13,52,2392.02,108.18,4.52,276.64,11.57,3.23
OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders,11,41,354.02,41.19,11.63,52.84,14.93,3.18
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,6,28,122.18,7.45,6.10,11.38,9.31,4.83
OFF-BI-10003708,"Avery Binder, Economy",Office Supplies,Binders,11,37,454.08,162.15,35.71,55.55,12.23,3.64
OFF-BI-10003708,"Cardinal Binder, Recycled",Office Supplies,Binders,13,46,610.18,94.04,15.41,72.89,11.95,3.62
OFF-BI-10003709,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,8,40,1137.04,-87.76,-7.72,127.03,11.17,4.75
OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,11,45,131.10,18.44,14.07,9.04,6.90,4.18
OFF-BI-10003713,"Wilson Jones Index Tab, Economy",Office Supplies,Binders,9,35,194.34,51.54,26.52,18.54,9.54,3.44
OFF-BI-10003718,"Avery Index Tab, Clear",Office Supplies,Binders,2,7,10.81,-6.27,-58.00,1.22,11.29,2.00
OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,2,12,1180.70,413.24,35.00,185.67,15.73,3.00
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,5,22,276.95,-19.46,-7.03,23.78,8.59,3.40
OFF-BI-10003724,"Cardinal Index Tab, Economy",Office Supplies,Binders,12,55,455.52,194.82,42.77,45.27,9.94,4.33
OFF-BI-10003725,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,2,4,115.20,17.28,15.00,15.35,13.32,2.00
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,9,36,90.71,12.44,13.71,12.23,13.48,3.89
OFF-BI-10003763,"Ibico Index Tab, Economy",Office Supplies,Binders,10,36,336.25,87.84,26.12,59.25,17.62,3.20
OFF-BI-10003768,"Acco Index Tab, Clear",Office Supplies,Binders,1,4,32.16,11.52,35.82,1.90,5.91,4.00
OFF-BI-10003774,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,14,56,1696.80,779.52,45.94,183.10,10.79,4.36
OFF-BI-10003779,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,9,37,1014.75,342.09,33.71,119.05,11.73,4.00
OFF-BI-10003784,Computer Printout Index Tabs,Office Supplies,Binders,4,15,11.08,-2.02,-18.23,1.20,10.83,4.50
OFF-BI-10003784,"Ibico Index Tab, Economy",Office Supplies,Binders,6,30,258.19,88.98,34.46,25.73,9.97,4.67
OFF-BI-10003806,"Avery Index Tab, Clear",Office Supplies,Binders,9,46,283.01,131.21,46.36,39.92,14.11,3.44
OFF-BI-10003856,"Ibico Index Tab, Clear",Office Supplies,Binders,7,26,144.94,-6.90,-4.76,19.75,13.63,4.14
OFF-BI-10003870,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders,4,14,83.55,-15.85,-18.97,10.30,12.33,3.25
OFF-BI-10003874,"Avery Index Tab, Clear",Office Supplies,Binders,4,11,58.77,6.30,10.72,7.95,13.53,3.75
OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders,5,19,569.24,162.64,28.57,39.88,7.01,5.40
OFF-BI-10003879,"Ibico Binder Covers, Economy",Office Supplies,Binders,1,6,81.90,21.96,26.81,7.40,9.04,4.00
OFF-BI-10003883,"Acco Binder, Economy",Office Supplies,Binders,12,62,569.64,130.68,22.94,89.59,15.73,3.50
OFF-BI-10003899,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,14,47,1256.24,-70.58,-5.62,120.43,9.59,3.43
OFF-BI-10003903,"Cardinal Binder, Economy",Office Supplies,Binders,9,29,250.78,113.90,45.42,30.17,12.03,4.56
OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,10,35,215.11,66.69,31.00,28.64,13.31,4.10
OFF-BI-10003917,"Avery Hole Reinforcements, Economy",Office Supplies,Binders,7,22,89.57,21.59,24.10,8.33,9.30,4.86
OFF-BI-10003917,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,11,43,1219.05,365.07,29.95,104.15,8.54,4.09
OFF-BI-10003919,"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,2,4,73.94,8.54,11.55,8.78,11.87,6.00
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,6,27,8070.20,2518.06,31.20,852.64,10.57,4.50
OFF-BI-10003934,"Acco Binding Machine, Clear",Office Supplies,Binders,7,35,997.52,53.92,5.41,101.78,10.20,3.14
OFF-BI-10003951,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,6,20,563.33,258.52,45.89,90.51,16.07,3.83
OFF-BI-10003952,"Acco Binding Machine, Recycled",Office Supplies,Binders,7,26,823.20,278.76,33.86,79.13,9.61,4.57
OFF-BI-10003963,Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,3,16,100.46,38.73,38.55,16.61,16.53,4.00
OFF-BI-10003975,"Cardinal Index Tab, Durable",Office Supplies,Binders,8,19,77.22,19.08,24.71,9.02,11.68,4.50
OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,7,34,116.22,37.50,32.27,12.79,11.00,4.57
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,10,48,583.64,55.24,9.46,62.18,10.65,3.00
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,7,44,704.69,39.37,5.59,88.19,12.51,4.57
OFF-BI-10003985,"Cardinal Index Tab, Economy",Office Supplies,Binders,1,2,17.52,6.30,35.96,0.84,4.79,5.00
OFF-BI-10003999,"Avery Hole Reinforcements, Clear",Office Supplies,Binders,9,40,140.10,-0.31,-0.22,12.29,8.77,3.11
OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders,8,42,487.34,100.87,20.70,51.58,10.58,3.88
OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,7,18,174.73,12.81,7.33,14.22,8.14,4.00
OFF-BI-10004007,"Avery 3-Hole Punch, Durable",Office Supplies,Binders,5,17,396.50,71.62,18.06,40.81,10.29,4.40
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,8,29,38.64,-4.88,-12.63,4.38,11.34,2.63
OFF-BI-10004028,"Ibico Index Tab, Durable",Office Supplies,Binders,9,27,236.39,95.44,40.37,24.45,10.34,4.67
OFF-BI-10004040,Wilson Jones Impact Binders,Office Supplies,Binders,9,42,134.68,23.72,17.61,13.93,10.34,4.44
OFF-BI-10004042,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,6,27,862.24,338.44,39.25,113.24,13.13,3.00
OFF-BI-10004053,"Cardinal Binder Covers, Durable",Office Supplies,Binders,4,17,153.00,27.54,18.00,31.82,20.80,2.50
OFF-BI-10004054,"Cardinal Hole Reinforcements, Economy",Office Supplies,Binders,6,19,85.44,25.02,29.28,12.56,14.70,4.17
OFF-BI-10004078,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders,6,25,588.53,11.78,2.00,93.37,15.86,3.50
OFF-BI-10004080,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,5,21,367.60,-24.26,-6.60,46.20,12.57,3.00
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,5,13,55.76,-2.93,-5.25,4.43,7.94,4.60
OFF-BI-10004098,"Acco 3-Hole Punch, Durable",Office Supplies,Binders,8,33,941.01,-92.55,-9.84,102.41,10.88,4.00
OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders,4,20,52.99,-23.81,-44.93,12.08,22.80,2.25
OFF-BI-10004105,"Acco 3-Hole Punch, Recycled",Office Supplies,Binders,7,34,983.59,236.95,24.09,135.34,13.76,4.57
OFF-BI-10004120,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,8,23,659.77,100.87,15.29,79.98,12.12,3.38
OFF-BI-10004121,"Avery Index Tab, Durable",Office Supplies,Binders,2,6,40.14,7.56,18.83,2.87,7.15,4.50
OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,2,14,133.86,21.82,16.30,17.22,12.86,2.50
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,13,36,75.42,-13.46,-17.85,10.97,14.55,4.00
OFF-BI-10004140,"Cardinal Index Tab, Clear",Office Supplies,Binders,12,47,291.46,116.62,40.01,33.37,11.45,4.00
OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,5,13,17.49,-4.83,-27.62,3.75,21.44,3.80
OFF-BI-10004142,"Acco Index Tab, Clear",Office Supplies,Binders,10,45,207.96,67.56,32.49,21.47,10.32,4.80
OFF-BI-10004145,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,12,46,119.59,36.79,30.76,14.79,12.37,2.92
OFF-BI-10004146,"Acco Binding Machine, Recycled",Office Supplies,Binders,1,2,27.44,-14.44,-52.62,6.91,25.18,3.00
OFF-BI-10004148,"Avery Binder, Durable",Office Supplies,Binders,3,7,67.20,7.28,10.83,6.77,10.07,4.00
OFF-BI-10004177,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders,10,29,550.48,225.10,40.89,55.21,10.03,4.30
OFF-BI-10004179,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,2,8,153.05,-41.59,-27.17,18.91,12.36,2.00
OFF-BI-10004181,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,10,39,977.33,28.45,2.91,111.78,11.44,4.30
OFF-BI-10004182,Economy Binders,Office Supplies,Binders,4,19,29.96,9.81,32.74,2.41,8.04,3.50
OFF-BI-10004185,"Cardinal Binder, Durable",Office Supplies,Binders,2,6,91.98,26.64,28.96,7.96,8.65,4.50
OFF-BI-10004187,Staples,Office Supplies,Binders,6,26,42.11,16.69,39.63,4.61,10.95,2.67
OFF-BI-10004193,"Avery Index Tab, Clear",Office Supplies,Binders,1,4,13.90,-5.18,-37.27,0.91,6.55,2.00
OFF-BI-10004195,"Ibico Binder Covers, Durable",Office Supplies,Binders,12,36,345.42,7.02,2.03,29.01,8.40,3.67
OFF-BI-10004195,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,12,56,2493.63,595.23,23.87,362.86,14.55,3.00
OFF-BI-10004200,"Ibico Binding Machine, Clear",Office Supplies,Binders,7,23,603.78,-129.92,-21.52,53.01,8.78,4.00
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,10,42,182.52,-3.21,-1.76,16.74,9.17,4.40
OFF-BI-10004220,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,13,59,1647.54,424.47,25.76,225.45,13.68,3.92
OFF-BI-10004224,"Avery Index Tab, Durable",Office Supplies,Binders,4,18,93.66,-4.08,-4.36,7.18,7.67,5.75
OFF-BI-10004224,Catalog Binders with Expanding Posts,Office Supplies,Binders,8,36,1089.93,-242.21,-22.22,76.58,7.03,4.38
OFF-BI-10004227,"Avery Binding Machine, Economy",Office Supplies,Binders,8,37,1621.49,30.86,1.90,312.35,19.26,2.00
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,5,20,466.30,107.06,22.96,36.15,7.75,5.20
OFF-BI-10004233,"Avery Index Tab, Economy",Office Supplies,Binders,5,16,122.93,49.01,39.87,10.71,8.71,4.00
OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,8,31,310.20,52.43,16.90,32.02,10.32,4.50
OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,10,39,386.08,76.94,19.93,48.15,12.47,4.50
OFF-BI-10004240,"Cardinal Binding Machine, Recycled",Office Supplies,Binders,4,12,509.82,184.74,36.24,80.67,15.82,3.50
OFF-BI-10004250,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,2,9,247.86,61.29,24.73,20.20,8.15,5.00
OFF-BI-10004251,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,1,3,5.45,-1.69,-31.01,1.21,22.20,0.00
OFF-BI-10004275,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,5,18,81.72,38.88,47.58,7.44,9.10,4.20
OFF-BI-10004305,"Cardinal Hole Reinforcements, Durable",Office Supplies,Binders,6,19,62.93,-3.95,-6.28,5.95,9.45,3.00
OFF-BI-10004308,Avery Legal 4-Ring Binder,Office Supplies,Binders,4,16,258.05,90.21,34.96,15.76,6.11,5.00
OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,8,23,3234.90,1086.35,33.58,224.24,6.93,3.00
